market_id,시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,개설연도,전화번호,홈페이지주소,좌표보완방법,좌표검색어,좌표매칭시장명,좌표매칭주소
MKT000011,모래내시장(전주),상설장,전북특별차치도 전주시 덕진구 모래내4길 8-8,전북특별차치도 전주시 덕진구 인후동2가 203-10,매일,35.833574,127.1438694,219.0,농산물+축산물+수산물+의류+음식점,1975.0,063-278-5808,,,,,
MKT000012,금촌명동로시장,상설장,경기도 파주시 명동길 53,경기도 파주시 금촌동 323-1,매일,37.76330134,126.773362,85.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2013.0,,,,,,
MKT000013,금촌문화로시장,상설장,경기도 파주시 문화로 89-1,경기도 파주시 금촌동 66-4,매일,37.76225007,126.7748519,130.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2013.0,031-946-5656,,,,,
MKT000014,석바위시장,상설장,인천광역시 미추홀구 경인로 485번길 17-1,인천광역시 미추홀구 주안동 922-6,매일,37.46015327,126.6927408,171.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1979.0,032-426-6877,https://blog.naver.com/cw_5f,,,,
MKT000015,용현시장,상설장,인천광역시 미추홀구 용삼길 13,인천광역시 미추홀구 용현동 459-92,매일,37.45756673,126.6503669,214.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1963.0,032-886-9318,,,,,
MKT000016,장호원전통시장,상설장+4일장,경기도 이천시 장호원읍 장감로77번길 14,경기도 이천시 장호원읍 장호원리 350,4일+9일,37.11809055,127.631251,64.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,1955.0,031-643-1330,http://www.jmarket.org/,,,,
MKT000017,사기막골도자기시장,상설장,경기도 이천시 경충대로2993번길 24,경기도 이천시 사음동 536,매일,37.29483104,127.4119796,62.0,의류+가정용품+음식점+근린생활서비스,1978.0,031-638-8388,www.sagimakgol.com,,,,
MKT000018,관고전통시장,상설장,경기도 이천시 중리천로 31번길 22,경기도 이천시 관고동 10-13,2일+7일,37.2808079,127.4403637,99.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,1930.0,031-2638-8388,,,,,
MKT000019,의정부제일시장,상설장,경기도 의정부시 태평로 73번길 20,경기도 의정부시 의정부동 160,매일,37.74011951,127.0500672,334.0,농산물+축산물+수산물+가공식품+의류,1976.0,031-846-2617,,,,,
MKT000020,의정부청과야채시장,상설장,경기도 의정부시 시민로 157번길,,매일,37.7389705273209,127.052296568807,67.0,농산물,1978.0,031-848-1106,,Kakao_주소검색,경기도 의정부시 시민로 157번길,,
MKT000021,의정부시장,상설장,경기도 의정부시 시민로143번길 40,경기도 의정부시 의정부동 148-5,매일,37.73944331,127.0511786,40.0,농산물+축산물+수산물+가공식품,1978.0,,,,,,
MKT000022,의왕도깨비시장,상설장,경기도 의왕시 부곡시장길 18,경기도 의왕시 삼동 192-554,매일,37.3194783,126.9507208,128.0,농산물+축산물+수산물,1980.0,031-462-0994,,,,,
MKT000023,신정상가시장,상설장,울산광역시 남구 중앙로241번길 14-1,울산광역시 남구 신정동 634-10,매일,35.54197244,129.3090699,252.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,2005.0,052-274-7388,http://facebook.com/sinjeongmarket,,,,
MKT000024,죽전로데오상점가시장,상설장,경기도 용인시 수지구 용구대로 2725-1,경기도 용인시 수지구 죽전동 1003-53,매일,37.32876491,127.1080484,135.0,가공식품+의류+신발+가정용품+음식점+근린생활서비스,1996.0,,,,,,
MKT000025,오색시장,상설장+3일장,경기도 오산시 오산로 272번길 21,경기도 오산시 오산동 853-27,3일+8일,37.15133204,127.0709405,319.0,농산물+축산물+수산물+가공식품+의류+신발+음식점,1914.0,031-376-4142,,,,,
MKT000026,전곡전통시장,상설장,경기도 연천군 전곡읍 전곡로172번길 4-15,경기도 연천군 전곡읍 전곡리 479-30,매일,38.02715221,127.0681662,64.0,가정용품+음식점,1963.0,031-832-4111,,,,,
MKT000027,여주한글시장(여주중앙로상점가),상설장+5일장,경기도 여주시 세종로14번길 24-1,경기도 여주시 하동 268-4,5일+10일,37.29755162,127.6342927,180.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2007.0,031-885-8741,,,,,
MKT000028,용문천년시장,상설장+5일장,경기도 양평군 용문면 용문시장2길 11,경기도 양평군 용문면 다문리 307-5,5일+10일,37.48396864,127.5947554,153.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1982.0,031-771-6172,https://ymsijang.com/,,,,
MKT000029,상계중앙시장,상설장,서울특별시 노원구 상계로 27길 32,서울특별시 노원구 상계동 389-641,매일,37.65994072,127.0698633,82.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1975.0,070-4141-1116,,,,,
MKT000030,양수리전통시장(양평양수리시장),상설장,경기도 양평군 양서면 양수로150번길 3-15,경기도 양평군 양서면 양수리 556-3,1일+6일,37.54506648,127.3197944,203.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1965.0,031-775-3110,https://blog.naver.com/ysrsijang,,,,
MKT000031,기장시장,상설장,부산광역시 기장군 기장읍 읍내로104번길 16,부산광역시 기장군 기장읍 대라리 72-1,매일,35.24369155,129.2148692,136.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1944.0,051-721-3963,,,,,
MKT000032,중부농수산물시장,상설장,경기도 안양시 만안구 안양로248번길23,경기도 안양시 만안구 안양동 622-337,매일,37.39590837,126.9256223,30.0,농산물+가공식품,1982.0,,,,,,
MKT000033,안양중앙인정시장,상설장,경기도 안양시 만안구 냉천로185번길 8,경기도 안양시 만안구 안양동 711-280,매일,37.39648106,126.9195685,393.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2006.0,031-447-9961,,,,,
MKT000034,육동시장,상설장,경기도 안양시 만안구 수리산로 47번길 38,경기도 안양시 만안구 안양동 434-3,매일,37.39058613,126.9302236,12.0,농산물+축산물+의류+음식점,1980.0,031-449-1205,,,,,
MKT000035,석수시장,상설장,경기도 안양시 만안구 석천로 171번길 20,경기도 안양시 만안구 석수동 287,매일,37.4128602,126.9079728,135.0,가공식품+음식점,1979.0,,,,,,
MKT000036,왜관시장,상설장,경상북도 칠곡군 왜관읍 시장2길 9,경상북도 칠곡군 왜관읍 왜관리 211-187,1일+6일,35.9951519,128.39825,134.0,음식점,1981.0,054-971-7660,,,,,
MKT000037,중앙시장,상설장,경기도 안양시 만안구 냉천로 196,경기도 안양시 만안구 안양동 676-44,매일,37.39757136,126.919669,315.0,농산물+가공식품+가정용품+음식점,1961.0,031-449-6047,,,,,
MKT000038,안양남부시장,상설장,경기도 안양시 만안구 장내로 140번길 51,경기도 안양시 만안구 안양동 622-378,매일,37.39593498,126.924956,163.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2005.0,031-449-7400,,,,,
MKT000039,안양호계종합시장,상설장,경기도 안양시 동안구 흥안대로133번길 59-2,경기도 안양시 동안구 호계동 995-10,매일,37.37338078,126.9582499,178.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점,2008.0,031-453-4766,,,,,
MKT000040,안양관양시장,상설장,경기도 안양시 동안구 관평로 336번길 31,경기도 안양시 동안구 관양동 1407-8,매일,37.4052233,126.9593052,144.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2006.0,031-386-5577,,,,,
MKT000041,죽산시장,5일장,경기도 안성시 죽산면 중서길 8-9,경기도 안성시 죽산면 죽산리 439-3,5일+10일,37.07598943,127.4233876,103.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2010.0,,,,,,
MKT000042,일죽시장,상설장,경기도 안성시 일죽면 금일로 467,경기도 안성시 일죽면 송천리 15-18,매일,37.09336892,127.4784203,109.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,031-674-7763,,,,,
MKT000043,중앙시장,상설장,경기도 안성시 장기로45번길 30,경기도 안성시 서인동 81,2일+7일,37.00656227,127.2687966,67.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2007.0,,,,,,
MKT000044,안성맞춤시장,상설장,경기도 안성시 시장길 37,경기도 안성시 서인동 13-1,매일,37.00663081,127.2703585,140.0,농산물+가공식품+의류+신발+가정용품+음식점,1983.0,,,,,,
MKT000045,안산 다농마트 전통시장,상설장,경기도 안산시 상록구 예술광장로 1,경기도 안산시 상록구 월피동 445,매일,37.32836033,126.8442469,262.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2019.0,031-410-6666,,,,,
MKT000046,안산패션타운전통시장,상설장,경기도 안산시 상록구 삼리로 45,경기도 안산시 상록구 사동 1530,매일,37.30497907,126.8446674,115.0,의류,2001.0,031-418-6765,,,,,
MKT000047,월드프라자,상설장,경기도 안산시 상록구 본삼로 60,경기도 안산시 상록구 본오동 872,매일,37.30056356,126.8664563,223.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2017.0,031-407-0951,,,,,
MKT000048,신안프라자전통시장,상설장,경기도 안산시 상록구 반석로 54,경기도 안산시 상록구 본오동 871,매일,37.29647214,126.8658207,113.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1992.0,031-410-6666,,,,,
MKT000049,황금시장,상설장+5일장,경상북도 김천시 황금시장4길20,경상북도 김천시 황금동 31-1,5일+10일,36.11666261,128.1252827,175.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1964.0,054-435-5948,,,,,
MKT000050,스타프라자전통시장,상설장,경기도 안산시 상록구 화랑로 513,경기도 안산시 상록구 성포동 583,매일,37.32081031,126.8447251,128.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1986.0,031-482-5067,,,,,
MKT000051,제주시서문공설시장,상설장,제주특별자치도 제주시 서문로4길 13-2,제주특별자치도 제주시 용담일동 135-9,매일,33.51134646,126.5179035,82.0,농산물+축산물+수산물+의류+가정용품+음식점+근린생활서비스,1954.0,064-758-8381,,,,,
MKT000052,연풍전통시장,상설장,충청북도 괴산군 연풍면 향교로홍문길 5,충청북도 괴산군 연풍면 삼풍리 205-3,2일+7일,36.76472468,127.9951005,53.0,농산물+축산물+가공식품+음식점,1970.0,,,,,,
MKT000053,목도재래시장,상설장+4일장,충청북도 괴산군 불정면 목도로4길 11,충청북도 괴산군 불정면 목도리 299-3,4일+9일,36.87204755,127.8530473,75.0,농산물+축산물+수산물+가공식품+가정용품+음식점,1970.0,,,,,,
MKT000054,전주남부시장,상설장,전북특별차치도 전주시 완산구 풍남문1길 19-3,전북특별차치도 전주시 완산구 전동 295-4,매일,35.81278651,127.1475386,320.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1977.0,063-284-1344,,,,,
MKT000055,홍성전통시장,상설장,충청남도 홍성군 홍성읍 홍성천길 242,충청남도 홍성군 홍성읍 대교리 400-1,1일+6일,36.60214738,126.6680243,220.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1943.0,041-632-8833,,,,,
MKT000056,홍성상설시장,상설장,충청남도 홍성군 홍성읍 아문길 60,충청남도 홍성군 홍성읍 오관리 397-6,매일,36.59973826,126.6637095,110.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1981.0,041-632-4333,,,,,
MKT000057,광천문화시장,4일장,충청남도 홍성군 광천읍 광천로323번길 15-1,충청남도 홍성군 광천읍 광천리 185-27,4일+9일,36.50232616,126.6250081,148.0,농산물+축산물+가공식품+의류+신발+가정용품+음식점,1926.0,,,,,,
MKT000058,광천전통시장,상설장+4일장,충청남도 홍성군 광천읍 광천로 285,충청남도 홍성군 광천읍 광천리 230-32,4일+9일,36.4998307,126.6252434,179.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1926.0,041-641-4163,,,,,
MKT000059,갈산전통시장,3일장,충청남도 홍성군 갈산면 상촌로 29,충청남도 홍성군 갈산면 상촌리 240-16,3일+8일,36.6036997,126.5505509,40.0,농산물+수산물+가공식품+의류+신발+가정용품+음식점,1943.0,,,,,,
MKT000060,태안서부시장,상설장,충청남도 태안군 태안읍 시장2길 32-7 (남문3리마을회관),충청남도 태안군 태안읍 남문리 164,매일,36.75299449,126.2968375,153.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1975.0,041-672-2151,,,,,
MKT000061,안면도수산시장(안면도장터),상설장,충청남도 태안군 안면읍 장터로 104,충청남도 태안군 안면읍 승언리 1249,매일,36.51635222,126.3460071,42.0,수산물,1955.0,041-673-0136,,,,,
MKT000062,태안동부시장(태안특산물전통시장),상설장+3일장,충청남도 서산시 시장4길 32,충청남도 서산시 동문동 288-3,3일+8일,36.78114144,126.4582001,99.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1918.0,041-675-5797,,,,,
MKT000063,정산시장,상설장+5일장,충청남도 청양군 정산면 정현길 54,충청남도 청양군 정산면 서정리 163,5일+10일,36.41059786,126.9480121,104.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1919.0,041-942-0833,,,,,
MKT000064,청양전통시장,상설장,충청남도 청양군 청양읍 칠갑산로6길 6,충청남도 청양군 청양읍 읍내리 178-4,2일+7일,36.45048364,126.8018476,149.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1971.0,,,,,,
MKT000065,북부시장,상설장+4일장,전북특별차치도 익산시 인북로 219,전북특별차치도 익산시 남중동 72-7,4일+9일,35.94821919,126.9565852,179.0,농산물+수산물+의류,1975.0,063-856-5084,http://jbsj.kr/,,,,
MKT000066,봉동시장,상설장+5일장,전북특별차치도 완주군 봉동읍 봉동동서로 134-5,전북특별차치도 완주군 봉동읍 장기리 217-13,5일+10일,35.93871982,127.1670778,25.0,농산물+가공식품+의류+신발+가정용품+음식점,1964.0,,,,,,
MKT000067,병천시장,상설장,충청남도 천안시 동남구 병천면 아우내장터1길 46,충청남도 천안시 동남구 병천면 병천리 163-2,1일+6일,36.76242111,127.2981701,115.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1918.0,,,,,,
MKT000068,천안중앙시장(구 남산중앙시장),상설장,충청남도 천안시 동남구 사직2길 19 (남산중앙시장상인회),충청남도 천안시 동남구 사직동 263,매일,36.80032317,127.1484498,520.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1918.0,041-553-1135,,,,,
MKT000069,천안역전시장,상설장,충청남도 천안시 동남구 공설시장2길 15,충청남도 천안시 동남구 대흥동 10-12,매일,36.81006288,127.1498779,99.0,농산물+축산물+의류+가정용품+음식점,1955.0,041-522-9954,,,,,
MKT000070,삽교시장,상설장+5일장,충청남도 예산군 삽교읍 두리3길 50-6,충청남도 예산군 삽교읍 두리 568-62,2일+5일,36.68742244,126.7410344,12.0,농산물+음식점,,,,,,,
MKT000071,예산시장,5일장,충청남도 예산군 예산읍 형제고개로 967,충청남도 예산군 예산읍 예산리 333-1,5일+10일,36.67723471,126.8494508,,농산물+축산물+수산물+의류+신발+근린생활서비스,1926.0,041-333-3318,,,,,
MKT000072,예산상설시장,상설장+5일장,충청남도 예산군 예산읍 예산시장길 2,충청남도 예산군 예산읍 예산리 333-1,5일+10일,36.67723471,126.8494508,100.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1981.0,041-333-3318,,,,,
MKT000073,역전시장,상설장+3일장,충청남도 예산군 예산읍 역전로 84,충청남도 예산군 예산읍 산성리 356-7,3일+8일,36.68704166,126.829854,40.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1955.0,,,,,,
MKT000074,덕산시장,4일장,충청남도 예산군 덕산면 읍내서길 2-1,충청남도 예산군 덕산면 읍내리 356-4,4일+9일,36.70498477,126.6681533,53.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1987.0,,,,,,
MKT000075,광시시장,3일장,충청남도 예산군 광시면 예당로 165-22,충청남도 예산군 광시면 광시리 87-1,3일+8일,36.54911162,126.7744446,9.0,농산물+축산물,1925.0,041-332-1190,,,,,
MKT000076,안산시시민시장,상설장+5일장,경기도 안산시 단원구 화랑로 149,경기도 안산시 단원구 초지동 604-4,5일+10일,37.32536495,126.8050908,410.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1997.0,031-411-1040,,,,,
MKT000077,안강공설시장,상설장+4일장,경상북도 경주시 안강읍 비화중로 3길 26-3,경상북도 경주시 안강읍 양월리 1350-1,4일+9일,35.99030205,129.2217127,235.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1923.0,054-762-5356,,,,,
MKT000078,궁평항해오름수산시장,상설장,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689,매일,37.11602674,126.6812763,143.0,수산물+가공식품,2006.0,031-355-9692,궁평항.com,,,,
MKT000079,오이도전통수산시장,상설장,경기도 시흥시 오이도로 167 173,경기도 시흥시 정왕동 2003-8 2003-12,매일,37.34588337,126.6882074,77.0,수산물+근린생활서비스,1999.0,031-431-5275,https://oidosusan.com/,,,,
MKT000080,정왕시장,상설장,경기도 시흥시 정왕시장길 51,경기도 시흥시 정왕동 1203,매일,37.34580179,126.748564,74.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,2002.0,031-434-0111,,,,,
MKT000081,시흥삼미시장,상설장,경기도 시흥시 삼미시장2길 35,경기도 시흥시 신천동 738-4,매일,37.44040657,126.7838201,151.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,1987.0,031-317-4455,,,,,
MKT000082,도일시장,상설장+3일장,경기도 안산시 단원구 도일로 100,경기도 안산시 단원구 신길동 3-6,3일+8일,37.33934833,126.7839859,74.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,1953.0,,,,,,
MKT000083,팔달문시장,상설장,경기도 수원시 팔달구 정조로770번길 17,경기도 수원시 팔달구 영동 6-14,매일,37.27685014,127.0178829,221.0,의류,2005.0,031-251-5153,,,,,
MKT000084,역전시장,상설장,경기도 수원시 팔달구 매산로 2-10,경기도 수원시 팔달구 매산로1가 57-3,매일,37.26630163,127.0023389,300.0,의류+신발+음식점,2006.0,,,,,,
MKT000085,남문패션1번가시장,상설장,경기도 수원시 팔달구 정조로758번길 24,경기도 수원시 팔달구 영동 43-5,매일,37.27562469,127.0181081,156.0,의류+신발+음식점+근린생활서비스,2005.0,031-255-5226,,,,,
MKT000086,못골종합시장,상설장,경기도 수원시 팔달구 수원천로 254,경기도 수원시 팔달구 지동 415,매일,37.27618303,127.0200138,86.0,농산물+축산물+수산물+가공식품,2005.0,031-246-5638,www.motgol.com,,,,
MKT000087,남문로데오시장,상설장,경기도 수원시 팔달구 행궁로 88,경기도 수원시 팔달구 교동 3-6,매일,37.27463391,127.0155146,174.0,가공식품+의류+신발+음식점+근린생활서비스,2005.0,031-258-0336,,,,,
MKT000088,구천동공구상가시장,상설장,경기도 수원시 팔달구 수원천로199번길 5,경기도 수원시 팔달구 구천동 86-1,매일,37.27211975,127.0173519,89.0,근린생활서비스,2005.0,031-244-4434,,,,,
MKT000089,매산시장,상설장,경기도 수원시 팔달구 권선로 477,경기도 수원시 팔달구 매산로2가 90,매일,37.26457025,127.0033483,103.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2011.0,031-224-7893,,,,,
MKT000090,미나리광시장,상설장,경기도 수원시 팔달구 수원천로 266-4,경기도 수원시 팔달구 지동 400-12,매일,37.27727335,127.0196307,51.0,농산물+축산물+수산물+음식점,2006.0,031-254-7795,,,,,
MKT000091,화서시장,상설장,경기도 수원시 팔달구 동말로 72,경기도 수원시 팔달구 화서동 97-1,매일,37.27858147,127.0020973,229.0,농산물+축산물+수산물+가공식품+의류+음식점,2005.0,031-241-4578,,,,,
MKT000092,지동시장,상설장,경기도 수원시 팔달구 팔달문로 19,경기도 수원시 팔달구 지동 402-2,매일,37.27788606,127.0196309,219.0,축산물+수산물+가공식품+음식점,2005.0,031-256-0202,,,,,
MKT000093,영동시장,상설장,경기도 수원시 팔달구 수원천로255번길 6,경기도 수원시 팔달구 영동 8,매일,37.27681569,127.0186497,282.0,근린생활서비스,2006.0,031-251-0171,,,,,
MKT000094,시민상가시장,상설장,경기도 수원시 팔달구 팔달문로4번길 19,경기도 수원시 팔달구 영동 10-18,매일,37.27667892,127.0179844,56.0,의류,2005.0,031-255-6637,,,,,
MKT000095,북수원시장,상설장,경기도 수원시 장안구 파장로82번길 9,경기도 수원시 장안구 파장동 572-35,매일,37.30704501,126.992183,150.0,농산물+축산물+수산물+음식점,2005.0,,,,,,
MKT000096,조원시장,상설장,경기도 수원시 장안구 조원로89번길 8,경기도 수원시 장안구 조원동 743-7,매일,37.30078207,127.0153395,135.0,농산물+축산물+수산물+의류+음식점,2008.0,,,,,,
MKT000097,반딧불이연무시장,상설장,경기도 수원시 장안구 월드컵로428번길 10,경기도 수원시 장안구 연무동 249,매일,37.29395937,127.0259733,194.0,농산물+축산물+수산물+가공식품+의류+음식점,2011.0,031-3089-9464,,,,,
MKT000098,장안문거북시장,상설장,경기도 수원시 장안구 수성로382번길 24,경기도 수원시 장안구 영화동 250-1,매일,37.29315046,127.0139733,117.0,농산물+축산물+음식점,2008.0,031-252-7800,www.gobuk.co.kr,,,,
MKT000099,정자시장,상설장,경기도 수원시 장안구 수성로261번길 16,경기도 수원시 장안구 정자동 73-10,매일,37.29069027,127.0008813,150.0,농산물+축산물+수산물+가공식품+의류+음식점,2009.0,031-252-0290,,,,,
MKT000100,구매탄시장,상설장,경기도 수원시 영통구 매여울로53번길 50-1,경기도 수원시 영통구 매탄동 172-72,매일,37.27260017,127.0419199,118.0,농산물+축산물+수산물+의류+음식점,2006.0,031-211-3936,,,,,
MKT000101,권선종합시장,상설장,경기도 수원시 권선구 세권로 185,경기도 수원시 권선구 권선동 1051,매일,37.25609894,127.0245738,108.0,농산물+축산물+가공식품+음식점,2005.0,031-235-0903,,,,,
MKT000102,모란가축시장,상설장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,매일,37.4303345,127.1288817,40.0,축산물+가공식품+음식점,2017.0,,,,,,
MKT000103,은행시장,상설장,경기도 성남시 중원구 산성대로 526,경기도 성남시 중원구 은행동 1553,매일,37.45758204,127.164475,50.0,농산물+축산물+수산물+가공식품+의류+가정용품,2014.0,031-744-9858,,,,,
MKT000104,모란종합시장,상설장+4일장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,4일+9일,37.4303345,127.1288817,61.0,농산물+가공식품+음식점,1974.0,031-751-4214,,,,,
MKT000105,용인중앙시장,상설장+5일장,경기도 용인시 처인구 금령로107번길 13,경기도 용인시 처인구 김량장동 137-1,5일+10일,37.23671682,127.2078548,506.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,1960.0,031-336-1110,https://blog.naver.com/yongincm,,,,
MKT000106,금광시장,상설장,경기도 성남시 중원구 산성대로426번길 5,경기도 성남시 중원구 금광동 4622,매일,37.45003783,127.159904,20.0,농산물+축산물+가공식품+음식점,1991.0,,,,,,
MKT000107,모란전통기름시장,상설장,경기도 성남시 중원구 둔촌대로 83번길 7,경기도 성남시 중원구 성남동 4222,매일,37.4309121,127.1280127,52.0,농산물+가공식품,2018.0,031-756-7395,,,,,
MKT000108,시화공구상가,상설장,경기도 시흥시 공단1대로 204,경기도 시흥시 정왕동 1364,매일,37.33771151,126.7247015,954.0,음식점+근린생활서비스,1997.0,,http://sh0989.co.kr/,,,,
MKT000109,상대원시장,상설장,경기도 성남시 중원구 희망로344번길 6,경기도 성남시 중원구 상대원동 2985-1,매일,37.43597453,127.158778,72.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,1996.0,031-746-1304,,,,,
MKT000110,하대원공설시장,상설장,경기도 성남시 중원구 마지로 118,경기도 성남시 중원구 하대원동 266-1,매일,37.42740887,127.1422648,100.0,농산물+축산물+수산물+가공식품,2018.0,031-721-5522,,,,,
MKT000111,현대시장,상설장,경기도 성남시 수정구 수정북로18,경기도 성남시 수정구 태평동 3683,매일,37.4417019,127.1319748,46.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,1974.0,031-753-2828,,,,,
MKT000112,중앙공설시장,상설장,경기도 성남시 수정구 수정로 109,경기도 성남시 수정구 태평동 3681,매일,37.44139541,127.1321099,105.0,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,2006.0,031-755-9222,,,,,
MKT000113,코코프라자시장,상설장,경기도 성남시 분당구 서현로210번길 20,경기도 성남시 분당구 서현동 248-5,매일,37.38586536,127.1240404,67.0,가공식품+의류+신발+가정용품+음식점+근린생활서비스,1994.0,031-707-7315,,,,,
MKT000114,현대시장(분당),상설장,경기도 성남시 분당구 중앙공원로40번길 8,경기도 성남시 분당구 서현동 94,매일,37.37970477,127.1301725,104.0,농산물+축산물+가공식품+의류+신발+음식점+근린생활서비스,1992.0,031-701-1240,,,,,
