관광지ID,좌표정보(X),좌표정보(Y),경도,위도,판정사유,좌표보완방법,좌표검색어
00cc93a22a33a513659a994c1ca04b1a,193153.7989,183701.3093,126.9256742,35.1524303,,,
00d374dcdaff049caa3ceed4cc56d753,161985.1772,415113.8036,126.5723845,37.2371608,,,
00d9c1d658b05b66650ed64767b452f4,237888.9429,314424.9817,127.4227836,36.3298803,,,
00dddf08b3abbe881e1912db8d795aa3,344783.3173,265139.8978,128.603999,35.8757697,,,
00df88347b36f5e5c4e121cbe716fa28,155105.7692,-28272.13145,126.519122,33.240584,,,
00f05d82734e64acb5d33012b9d28f63,231159.0302,345613.6831,127.3490838,36.6111748,,,
00ffede3db90c5c6f9768a00d6f278ec,189824.051,182535.4813,126.8891459,35.1418937,,,
01000f68a7de236977609b98ac5fcd1d,392356.4106,323470.5506,129.1447341,36.3929049,,,
010567e6ac27fb5d1628d2f8731900de,238685.8542,358190.83,127.4338481,36.7242325,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
0106e75e589de768c53e0ebaa8e70282,251009.4928,364148.7912,127.5721918,36.7773368,,,
010cd741087db448e5869a4c75a626ca,237610.0445,148776.0515,127.4119863,34.8369523,,,
010cdb67e991519c4812c75bd45002e8,200732.4497,365243.8875,127.0090012,36.7885734,,,
010d32cfd471700b264b6906cd59d06f,333620.1734,410020.9197,128.5054905,37.1825031,,,
010d95f1fb1c59965af0c458ce462c8d,344850.0795,330735.383,128.6168221,36.4666739,,,
011f43d6ecade106ae5c3a66a032fdf1,387986.0302,184214.8823,129.0634132,35.1395363,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
0122efe464e9567c6f1f78d39463c50a,273744.5378,469628.3973,127.8372755,37.726153,,,
01240dfaec73b3db65f1021de100f1a7,210273.0981,459131.619,127.1171734,37.6344858,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
012c298b33909e78d6a6d4775f291573,,,126.5189247,35.0607624,,카카오_도로명주소,전남광주통합특별시 함평군 함평읍 영수길 104
012c7097833ea6f72efe8b16091e92fe,295486.3604,438294.0953,128.0797797,37.4418796,,,
013461c9e8b5bae07de60e0c183b6ef4,175092.616,164745.6024,126.7280307,34.9812855,,,
0136784925db8419ceea3e2baaf01967,280986.2968,304242.4204,127.9016826,36.2354727,,,
013733b6bde22c001059c1db614fa660,411710.0791,287537.7392,129.3505848,36.0652906,,,
013d3d57c2c64e062614fd1908638a56,232284.4409,336889.8897,127.3612983,36.5325253,,,
014227c82ba215288ed36285d7f49f94,218569.8259,450124.8295,127.2109409,37.553207,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
01448bdfdab2c8fddcdae412d42a83cf,370236.9331,213822.9112,128.8748985,35.4094186,,,
0145f7ab84437d71cea46ec60471d4d4,234031.2233,318589.154,127.3800011,36.3675497,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
0149693bcbc2f7969b93d4908da6d438,397690.4811,186809.6578,129.1704457,35.1610497,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
014a8f8275e1a7adbdfcf55c6caec3d1,315565.8596,393149.1966,128.2996352,37.0329241,,,
014c4f31361c84478fcbe7c0ee251334,156078.7694,2305.66982,126.5280708,33.5163097,,,
015003c37aa6d705efe3e12ee9003dff,413972.0593,320170.9785,129.3845688,36.3586315,,,
0154c25fd6f4d937b69b7f5aef60b400,242870.8447,190315.1471,127.4716376,35.2111549,,,
01566f1939d2e0db5601631dbe8bc62b,342353.6527,266392.1975,128.5773279,35.8874076,,,
015c71ac67b346487bf108350d0a4cc2,,,126.6721733,37.5940788,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,카카오_도로명주소,인천광역시 검단구 원당대로 637
0162342cc766e13a2e5d0dd4b0333e7a,245619.1525,345068.6656,127.5106779,36.6056826,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
0169c15882c9e31ea5645fdbb94695e6,337783.4179,216459.9057,128.5181969,35.4381907,,,
016fa4f21bdb940e2505e313cfb6975f,412970.8915,281476.9869,129.3629373,36.0104413,,,
016fab952a3a628b3b6bac81568db704,,,126.7119738,37.5929985,동일 시군구 + 유사도 90 이상 + 분류호환 + 후보 점수차 10 이상,카카오_도로명주소,인천광역시 검단구 발산로 41
01729a4002075afd56c20145101aeb8c,182703.1048,446047.5999,126.8051371,37.5164939,,,
0175e15520f22ef064dba4c60a2a8677,213362.6989,326022.4681,127.1498249,36.4350437,,,
0176967a57c972ab64304410b5cea008,175822.1239,247043.3514,126.7335822,35.7230656,,,
0177cee6ee59239f53d840f3aea85212,266901.4223,469004.3264,127.7596028,37.7210555,,,
01781858a74db056470f60ebff2d9556,198328.3147,173201.6177,126.9824846,35.0578122,,,
017dd0721ef4d1711459cc1d226e99d8,233538.6704,211135.1349,127.3699991,35.3991629,,,
017e78026e9f42d0f019954925fe42ac,172865.6676,284522.7332,126.6996276,36.0607644,,,
0181b94d4873f007445f9ec0fc186961,214800.3717,258456.7918,127.1645936,35.826118,,,
0181c1cc5e3e82159f2997e48010f4c9,332248.6164,405888.9138,128.4893204,37.1454792,,,
0181fedeb6faa3c6a4dbeeea8f9b1491,192702.6501,432988.043,126.9183756,37.3989606,,,
0183a746d4657b999185afd91c50e897,386215.5054,178687.5262,129.0427552,35.0900755,,,
0186ec4a503990846cd4254019115a07,225120.0002,435950.1667,127.2845855,37.4253401,,,
019aa17e2b801e42bf84cbb2a9dd0d96,348684.8971,157111.8674,128.627529,34.9019052,,,
019bf74f378e4e8ceeccfb19126b33db,,,126.4967982,37.4884948,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,카카오_도로명주소,인천광역시 영종구 모랫말로5번길 10
01a220fb46bb9ed7256ddb6154115b0f,204287.6089,248895.4702,127.0482024,35.7400472,,,
01a24ec7d19eafa60228d425677fde71,234655.7737,211815.5599,127.3823247,35.4052575,,,
01a618d5c2c3655cf4dc7d760cb8efa1,281186.0162,382711.9123,127.9121731,36.9424859,,,
01a6a37dc8f9e8319fe39a1301bd0960,324670.9894,286055.4642,128.3846403,36.0669768,,,
01a7ac996de070ec16ed4bc07df27aa4,239418.7375,345242.5095,127.4413873,36.6075251,,,
01ad7f4ff5f9323439ac9c5925e3693f,377537.0284,233862.9435,128.9595997,35.5886617,,,
01adf319ee491fd3528d9b24c75aaf09,190701.1228,185126.5665,126.8987408,35.1652571,동일 시군구 + Soft 상호 동일 + 유사도 90 이상,,
01ae6fe60eedbd29a63e385654f76759,307587.0801,446639.6494,128.2177084,37.5157299,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
01b6012dff805b56558239a572891b18,242222.3718,190439.2839,127.4645223,35.2123012,,,
01b7c40434816c0b08b1b70fb8ef0553,257152.0641,422725.306,127.6454376,37.3047687,,,
01b85b365a918f4ffd3b829dbfea5b1b,191816.9027,181426.1318,126.9110249,35.1319128,,,
01b9a8e36a5988364f234ef13769a417,340218.7542,306519.5592,128.560812,36.2492166,,,
01bc6b6e125516bd224060af0285c21a,199640.5524,430754.0891,126.9967313,37.3788615,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
01bd0df93166f5338d5cf6a4263a6e24,155848.7665,240621.3834,126.5131883,35.6644944,,,
01c1fcb555d115cf86252e6c63b27644,232378.3388,441914.2684,127.3668473,37.4788511,,,
01c2d41adf58de1e6fde28fcf2d5b312,375971.8334,406560.3426,128.9813716,37.144329,,,
01c337413ba0c3c65934176e0f573a9f,342685.7926,260771.3701,128.5800005,35.8367209,,,
01c44f185efc4d076640e0e38c7239f5,204411.3273,427618.8867,127.0505781,37.3506026,,,
01cc08d68578a9badb341c0c055df8af,182746.0791,457906.7399,126.8053432,37.6233435,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
01d067342e08169d5222ed3861ff8919,386094.9072,181664.2251,129.0421019,35.1169116,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
01d09bd4bffa7760d2a53c12d560a8f5,305199.1309,403847.1484,128.1846443,37.1305161,,,
01d35e871f7d8a573ca3b5a4befbd313,311432.0631,188369.5415,128.224243,35.1883579,,,
01d409651a9251b3ddfabb15c94a8745,285984.8392,513187.5349,127.9812929,38.117469,,,
01d5157260534d142dc6e2404f01eed3,353301.2425,188200.395,128.6837493,35.1813218,,,
01d635cfec524c4ab3e6b8ef02499433,237707.1791,325525.1217,127.4212965,36.4299159,동일 시군구 + 유사도 90 이상 + 분류호환 + 후보 점수차 10 이상,,
01d8e336d86167cd3618215b7c0b6c97,412170.5501,234567.0395,129.3416397,35.5881913,,,
01d96f2c1f7df82708ffaaa440bab058,428994.0436,274927.4434,129.5386153,35.9478436,,,
01e308b70cf9bf218e1ee8f6dfed6650,184733.7727,180247.9356,126.8333316,35.1212102,,,
01e37c9b42dd76270f637d94fc050553,382814.3694,194616.2444,129.0090043,35.2341835,,,
01e7d58544caa1c3cdd1c036d41e47aa,183566.7088,446913.7445,126.8148861,37.5243136,,,
01e8982223a61be2bea1a3460c6c4d46,357082.1518,259479.1694,128.7390179,35.8228824,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
01e955fb2f8e5ae06cf4395a5fd448ad,299700.0849,180007.2995,128.0944491,35.11423,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
01ee856ebae41f8779a45d838df2dba8,349937.0701,142604.2674,128.6386334,34.7710028,,,
01f1c7a6ed297ad3c0e8a1507f230ce4,316262.6887,409475.0107,128.3099927,37.1799051,,,
01f2f775066c4900a3fd6063167e335e,265385.3861,225072.2122,127.7216663,35.5231911,,,
01f93312c29a12562e52bf371d8faab6,382126.4655,205388.4649,129.0038401,35.3313431,,,
01ff342b1272c1f867e9d8e79ff9527a,420202.7894,356217.8759,129.4641948,36.6817642,,,
0203238031f759e546d98ee324ccb5cb,210882.7713,329271.1764,127.1222131,36.4643508,,,
02075631538244cb6b4f3cf96ab52455,184803.3477,408596.1079,126.8296643,37.1790863,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02086b54babd058d8a42acd86a8d2871,196495.8039,430732.241,126.9612251,37.3786579,,,
020d2cf3653323ed6468a2fc1124f383,222725.2778,320951.8552,127.2540918,36.3891741,,,
0226a9b65dcb804c0cea47cf835fa599,185607.3245,230338.3735,126.8420304,35.5726995,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02295514b6c795aa74608880b52e26d4,175858.2569,273905.1093,126.7331675,35.9651557,,,
0229c4343ad050b8cf75dd547d9de95d,290959.5174,219403.6492,128.0029486,35.4700953,,,
022ea9351b1e2626a1fcbd01ddef6714,322363.4339,289561.4389,128.3595763,36.0988571,,,
022f282762c01b08fa9f4c59981996ad,214522.2595,225483.8075,127.1609235,35.5289455,,,
023054d779b3350745cd80022a0e829a,154514.3342,471635.784,126.4846982,37.7460681,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
0231311eb85b1cf597ed8634d467f43a,270079.488,266776.336,127.7770462,35.8987041,,,
024532549354ae77e07074d2f70d15af,200268.8884,430359.32,127.0038255,37.3753046,,,
0245ba13509735e2b176fc0ece2038d6,192003.045,423217.7875,126.9105808,37.3109229,,,
02462f3b530c0f41ff89951bbd30110f,313166.5246,269061.0014,128.2545463,35.9152599,,,
024cf67a74fc324b9d64ceef4f82046f,353110.7719,192590.1562,128.6824741,35.2209008,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
024fa67ce25bcab393736ac66302400f,238605.9493,212959.9287,127.4258644,35.4154266,,,
0251ee2b3472de58fc816fb3caa39edd,299333.9191,292655.0912,128.1042841,36.1293576,,,
02529806ea0ff2740cd10bf9776e6903,204028.3344,488161.862,127.0465835,37.8960841,,,
02576450b1c54cf976f7973d5e25fedd,294615.075,146113.8086,128.0348363,34.8092595,,,
0258e9612abf84f92681a333d303a198,189282.3066,326037.8105,126.8812697,36.4352136,,,
025a1cd05227048fe2d603b88fada2a7,240957.9677,420803.8703,127.4626769,37.2883094,,,
025e2a515562a4140fdb16c26b83a9a4,265070.5207,332759.2644,127.7270332,36.493639,,,
026aaa728fef1141a95192bb9c6b5b4b,238135.1146,316729.8363,127.4256379,36.3506409,,,
026ade7b7e2c688af2ab83325f3fa916,183216.5834,348698.5982,126.8131277,36.639332,,,
026f820d0a49f601fcf35d803ff0df5f,215952.4844,460910.1579,127.1815548,37.6504293,,,
0273c95ccf381785da38c74f7bd919c1,217834.3873,452276.3811,127.2026701,37.5726066,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02775930f395798a1410568802fc80f9,299578.0302,300168.4148,128.1079465,36.1970303,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
027a39c3a1266999bea13f517bc8939b,213584.2425,393715.4189,127.1534937,37.0450299,,,
02859c5dc88202ba76fd2768b32336ee,282421.9746,426227.1984,127.9308292,37.3344237,,,
02896aa772698b59e0aefcaa46b045c1,155811.0892,173958.9289,126.5163793,35.0636701,,,
0290a49d48e3fdc6059e71723a1a17a4,173278.8418,437091.8546,126.6988626,37.4355782,,,
029646ad3f33e08290a63f087bd18887,205133.2599,478502.1231,127.0590779,37.8090498,,,
0298b6b38d325778ac078b02a3240d37,203676.2024,488106.4174,127.0425798,37.8955861,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02a08d1cfa749b6b8103230f29139944,269902.2186,297531.0384,127.7777981,36.1758596,,,
02a5615fccce69bae3e5c4dc55dc86b1,343162.121,177224.3838,128.5705818,35.0839205,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02a6bbc1145f82f142d62fc3f027fe05,229451.1579,347959.1915,127.3300836,36.6323647,,,
02ab170a36a8c1f35bc3e12661ab5c1b,184564.54,187483.6323,126.8313394,35.1864266,,,
02abfe86cfd38d09d8c670218acb89ba,,,127.4280201,36.3891694,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,카카오_도로명주소,대전광역시 대덕구 신탄진로36번길 121
02acb3ade42e461668ea7917af13ef20,,,127.4880432,35.2434623,,카카오_도로명주소,전남광주통합특별시 구례군 마산면 화엄사로 381
02ad3293b1c59da3e0d980fd2cd45d86,340224.3424,203625.4178,128.5428685,35.3222121,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02ae102606d35d491f4194d2985150b6,348021.9418,505562.3402,128.6869201,38.040776,,,
02b1c83cfd7375a0d30e889b0a962746,335689.2449,227561.9825,128.4969935,35.5385076,,,
02b448427a598a63d380aaa017ebf1b6,282889.7879,243576.8542,127.9165259,35.6886434,,,
02b46032ef0b8308341d0b44e838fd27,212882.8587,208320.4861,127.1425778,35.3742737,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02b9ba3596ed078114849f9c7bf78e10,400066.0517,188222.9535,129.1968427,35.1733097,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02ba5d31078846854750134e7ceb60c3,225566.8613,234788.8242,127.2829899,35.6125875,,,
02bded13e6de0504c069460d40471b35,382901.9974,192215.8507,129.0094335,35.212545,,,
02c17d29e1f2dd8eed8256bddd47d0ae,362539.0808,380586.6693,128.8246566,36.9128354,,,
02d26e0c57e6ce8ea5338cadcabf9a63,226328.7922,414613.7477,127.2974868,37.2330627,,,
02d4fbc965599f33debfc8aadbe1c3d9,205026.0796,420062.8782,127.057466,37.2825179,,,
02d5aac9e65af74c9a895362a0826df7,356858.463,494865.4949,128.7851998,37.9429667,,,
02d62a6d28b7ee174a9a41817818755a,277450.536,244652.5909,127.8565457,35.6987794,,,
02e15fc4c5cfbd5e1ad1f763daa06c8f,371561.2525,193755.7543,128.8852722,35.2284185,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
02e2068b47ace4f077b506b51129c878,,,126.3732204,37.4539714,,카카오_도로명주소,인천광역시 영종구 용유서로 402-11
02e3288e67df1e68fca0751e461624b0,316287.5297,156953.214,128.273145,34.9047004,,,
02ea5521c027207100262f5b6bfab015,375863.0487,180602.3961,128.9297004,35.1091832,,,
02ef56a1b3aa4e7b64a8721911ad76cd,215228.8877,267190.3592,127.1695019,35.9048222,,,
02f31f888b9ab5da1fc54e989ec41aa1,401394.8982,196427.1219,129.2134233,35.2469373,,,
02f809cccd438bfd5b72fee806c67494,228992.7127,310557.3611,127.323561,36.2953348,,,
02fdf3a1583dddd8d9c8d65467754da8,154969.0499,295126.5817,126.5003854,36.1556591,,,
0305a26853219f98be2a60f6aa98bd4c,168904.7115,432921.1545,126.6496153,37.3978636,,,
0305d0bf1b289ffba6710f186824e414,199687.6314,431819.497,126.9972623,37.388461,,,
030981e3639fbfe9ab59e79c4f4410a8,416486.6464,325674.7223,129.4140915,36.4076237,,,
03116466d540d4ac316b7d2ccb373ad5,191446.2636,170411.7775,126.9070727,35.0326302,,,
031450157cd8982cd7315431ff47875d,246754.2134,238308.7944,127.5170344,35.6435379,,,
03156e708025b524d0edc89e18fe5561,408890.9637,258202.0757,129.3116162,35.8017316,,,
031577bbb4ac6acab6ed9c4ef6f522a3,252009.8415,364669.2344,127.5834324,36.7819721,,,
0318263f5d60529e6f46a2a659897ee9,270374.748,267648.15,127.7803934,35.9065394,,,
0318bba2d4b19a08d54bd905ecf70af4,243260.6595,507223.3509,127.4937608,38.0667918,,,
0318d8f1608faf84818198b257738de4,342603.8808,260973.9051,128.5791303,35.8385575,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
031b0e51cad01fe299777793d31012ad,222775.6985,180924.0893,127.2506868,35.127165,,,
031ec332baac38dd193029a40aa170b3,221478.0517,310000.0816,127.2398895,36.2905088,,,
0324459be22cb1af18e50bd76e7f9e33,237751.9244,312454.786,127.4211624,36.3121312,,,
0330e702dfdd5341639cd955db7cfb76,229991.8851,211246.7831,127.3309609,35.400282,,,
0332298a68bdc414b175429248db40fe,229468.6411,226944.8313,127.3257687,35.541783,,,
0338b81dee13cb571fa8a71c3eb56dcc,388804.1271,192110.9216,129.0741894,35.2105078,,,
033d62b0c30599b7a15b79545f2931f6,326042.2317,276917.9559,128.3984027,35.9844754,,,
0341294ab1d9580c4340e270a7cb5219,148409.6087,-26859.1902,126.4471969,33.2530238,,,
034336ec7c683a99da1239bae29206bb,272506.3706,217440.8365,127.799487,35.4539216,,,
0347ffc7434484c42a9608d082006980,292182.5904,148274.5028,128.0084929,34.828956,,,
034807875558e37e3a8fcc668356c9ae,179379.0744,462805.7399,126.7670649,37.6674124,,,
034ef73ff1b77f0f29018052dd80c8a6,207977.7409,135005.2187,127.0878999,34.7134824,,,
0355ea1e4ec1e808fbc3363936eeb274,381969.876,183354.8599,128.9972503,35.1328941,,,
0359fdd0b24acb1c2c3bc5fbeb3544d6,186466.7137,423322.2424,126.8481265,37.3117996,,,
035cb7c74ef4a1f0e8482d03d262f6e6,252289.7383,244989.897,127.5785848,35.703473,,,
0360a61c1618541dfd2817f50a4925a0,250540.2495,325970.003,127.5644302,36.4333359,,,
0365941822a36d713bdd07229af546b6,,,128.6646398,36.099316,,카카오_도로명주소,대구광역시 군위군 부계면 창평길 20
0367067a87df207371131738f8db67ac,224911.8843,520783.6551,127.2851423,38.1896449,,,
0370c6a96ffb042ae4d930f921e49dd8,282115.0132,204792.4914,127.904047,35.3391879,,,
03758105ca29ed8296ab80791be8a84f,193285.3176,183588.3151,126.9271185,35.1514127,,,
03796f1bce2f91ac56afdd2eaa2e59e3,198985.4519,256943.8892,126.9895779,35.812593,,,
037fcab20f0afa90c441845570ebab80,234374.8005,315077.7403,127.3836747,36.3358942,,,
038022b3c9354ad0348e74d06c7e4658,154409.2328,197335.8543,126.4997192,35.2743082,,,
0380fc3580f3adedb6410963dd902278,389002.784,192896.9613,129.0765499,35.2175507,,,
0382ce148320f3e0776be1d83f6e26ac,243316.9909,193922.8605,127.4767268,35.2436526,,,
0387a0f9d2590ba3ef2c066b6192b465,209962.4039,390109.9949,127.1127332,37.0125877,,,
0391306a0c9e430df7af0aca327f837f,156794.6062,417016.2532,126.5137809,37.2540755,,,
039311724cc601700cf17c2d28de912e,279498.5202,387672.1587,127.893753,36.98732,,,
03949215870d25c17b08f08f4aafda35,321219.0531,328549.97,128.3529129,36.4502622,,,
039928efeb6baf9c1d7eccbd796a63df,220268.7066,448430.6742,127.2301202,37.5379073,동일 시군구 + 상호 포함관계 + 유사도 90 이상 + 후보 점수차 10 이상,,
039c4c0d576f38aead53597edb9763ba,387809.2863,183995.5106,129.0614253,35.1375933,,,
039ed8565ddb9e40b6c4f63783bad244,229364.8452,477252.7017,127.3341948,37.7973375,,,
03a0855ed0c8ba98a760ada24298b84e,387405.7542,448097.535,129.120466,37.5161156,,,
03a47a733fe71b44d8d0f05181c0cc67,282081.5897,385397.2164,127.9225167,36.9666021,,,
03a824c8b33e26c4a1508c706b3bb0c4,345018.8866,370465.9433,128.6262056,36.8245288,,,
03ab85f4e5527d2f113dff2c99cd9225,355286.8166,340123.4184,128.7350984,36.5496031,,,
03af0aab27f63d86d8afb5c6e113915d,393339.479,186122.1444,129.1225625,35.1557023,,,
